Title,Date,Venue,Partners,Description,Series,SDGs,Concept Note,YouTube Link,Theme,Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening Session - SDG Learning and Training 2021,6-Jul-21,Virtual,UNITAR,"Opening of the SDG Learning, Training and Practice 2021 and launch of the University Network for Sustainable Development.",2021,17,https://sdgs.un.org/events/opening-session-sdg-learning-and-training-2021-33311 ,,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unmasking inequalities, accelerating change: using disaggregated and citizen-generated data to foster SDG reporting and Accountability",6-Jul-21,Virtual,"Save the Children, World Vision International, Tap Network, Kwantu.","This session discussed the importance of disaggregated data in tracking progress on the SDGs and demonstrated how governments, civil society organizations, and other stakeholders can produce sections/chapters as part of the Voluntary National Reviews. In addition, this session highlighted how data on inequality can help to inform strategies and policies in SDG implementation",2021,10,http://bit.ly/SDGsLearning2021Session2 ,,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Integrating recovery planning from COVID-19, building resilience and strengthening policy coherence towards the SDGs",7-Jul-21,Virtual,"UNITAR, CANEUS, FILAC, UNDOOSA, GNDR",This session introduced the latest methodologies and approaches established to strengthen the capacity of the participants in contributing to a sustainable recovery of the COVID-19 pandemic and making progress in the implementation of the 2030 Agenda and its SDGs.,2021,17,https://sdgs.un.org/events/integrating-recovery-planning-covid-19-building-resilience-and-strengthening-policy ,,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fostering Evidence-Based Decision-making for Sustainable and Just COVID Recovery and Transformative SDG implementation,7-Jul-21,Virtual,"IISD, UNOSTAT, World Benchmarking Alliance, UK Space Agency, Geneva Science-Policy Interface, UN Global Compact, Simon Institute for Longterm Governance, Danish Insititute 07 July, 2021 Wednesday, 2:00 pm 9 for Human Rights, Women's Major Group, FEMINET, UNRISD, GRI, UNCTAD","This session was divided into two parts: ""Tools and Resources for Evidence-Based Decision-Making"" , which introduced key components to find data and conduct basic interpretation of expanded wealth measures for countries and regions pathways to recovery. The second part ""Behavioral Solutions for Evidence-based Decision-making"" , showed behaviorally informed techniques that improve individual and collective decisionmaking under time constraints and in the face of complexity",2021,,https://sdgs.un.org/events/fostering-evidence-based-decision-making-sustainable-and-just-covid-recovery-and,,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tools and lessons for inclusive and sustainable recovery to secure, regain and sustain SDG momentum",8-Jul-21,Virtual,"The Permanent Mission of Denmark to the UN in NY, The Permanent Mission of Costa Rica to the UN in NY, The Danish Institute for Human Rights, The Office of the UN High Commissioner for Human Rights, Equal 10 Rights Trust, Johns Hopkins Bloomberg School of Public Health, Bill & Melinda Gates Institute for Population and Reproductive Health, Johns Hopkins Centre for Communication Program in Tanzania, Pathfinder International in Nigeria, Jhpiego in Kenya, ProFuturo, Education for Sharing","This session discussed how policy coherence, accountability, advocacy and awareness-raising are essential to a sustainable recovery from COVID-19 which delivers on the SDGs and human rights. Participants were equipped with concrete tools and best practices that can be applied in their work and learned how these tools are enabling inclusive and resilient systems for accountability",2021,,https://sdgs.un.org/events/tools-and-lessons-inclusive-and-sustainable-recovery-secure-regain-and-sustain-sdg-momentum ,,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mainstreaming SDG 16+ in VNRs and National Development Planning ,8-Jul-21,Virtual,"UNICRI, CMGJ, Government of Costa Rica, and Government of Cabo Verde","This session focused on the challenges and setbacks SDG 16 has been facing in the past challenging year. Speakers highlighted that governments have been taking a step back in terms of SDG 16+, and showcased why leadership on SDG 16+ is critical now. The SDG 16 community urgently called upon member states, private sector, civil society organizations and all other relevant stakeholders to put SDG 16 as the foundation of recovery from COVID19, and build effective joint approaches for monitoring and implementing SDG 16+ across the world.",2021,16,https://sdgs.un.org/events/mainstreaming-sdg-16-vnrs-and-national-development-planning-33321 ,,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Supporting Recovery and SDG implementation at local level: governance, tools and experiences",9-Jul-21,Virtual,"Nova Law Green Lab in cooperation with CEDIS and Nova School of Law, Earth Observations for the SDGs, European Commission, Joint Research Centre, City of Espoo Finland, UN Habitat","This session explored the connections between Earth Observation (EO) data and policymaking to support an effective post-pandemic recovery within sustainable urbanization. It introduced the EO principles while stressing the advantages and limitations for SDGs implementation and monitoring. In addition, the session illustrated EO data and tools included in the Earth Observations Toolkit for Sustainable Cities and Human Settlements, and shared an overview of the governance tools used at supranational, national, regional, and local levels to promote sustainable environmental and urban policies.",2021,,https://sdgs.un.org/events/supporting-recovery-and-sdg-implementation-local-level-governance-tools-and-experiences ,,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerating progress towards the SDGs through education,9-Jul-21,Virtual,"Center for Sustainable Development, Earth Institute, Columbia University, International Council for Adult Education, and Sulitest","This session discussed how education can build bridges and lead to a more equitable and justice-oriented society. The session demonstrated how SDG 4, and in particular SDG 4.7, can bring about transformative education. Panelists and participants shared experiences on what the global education community has learned from the pandemic, and how to best reach the most vulnerable groups. Further to this, panelists explored the mechanisms to integrate the SDGs using case studies and their respective areas of expertise",2021,4,https://sdgs.un.org/events/accelerating-progress-towards-sdgs-through-education-33315 ,,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filling the gaps in further education for the 2030 Agenda and inspiring action towards the SDGs,12-Jul-21,Virtual,"International Association of Universities, SDG Academy, L'Agence universitaire de la Francophonie & Association of Commonwealth Universities","This session brought together different actors within the higher education ecosystem to share best practices and lessons learned for implementing a whole-of-institution approach to Education for Sustainable Development (ESD) and working with the SDGs on an institutional level, as well as the tools and partnerships that have made it possible. The session illustrated the importance and the benefits that a whole-of-institution approach to ESD can bring to a university and the reciprocal role that a university plays in advancing sustainable development research, supporting communities, and preparing the next generation",2021,4,https://sdgs.un.org/events/filling-gaps-further-education-2030-agenda-and-inspiring-action-towards-sdgs-33319,,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Disarmament and Our Sustainable Future,12-Jul-21,Virtual,"Hiroshima Prefecture, Hiroshima Organization for Global Peace (HOPe)","This session discussed the need to establish international cooperation at various levels for global health and environment, as well as the connection between the COVID-19 pandemic and nuclear weapons issues. The speakers highlighted that the international community should learn from the COVID-19 pandemic and must not only combat current crises, but also take preventative measures against potential threats, risks and vulnerabilities forthcoming",2021,17,https://sdgs.un.org/events/nuclear-disarmament-and-our-sustainable-future-33320 ,,,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
